2023-03-17 02:05:05,326 INFO    StreamThr :31324 [internal.py:wandb_internal():87] W&B internal server running at pid: 31324, started at: 2023-03-17 02:05:05.325560
2023-03-17 02:05:05,327 DEBUG   HandlerThread:31324 [handler.py:handle_request():144] handle_request: status
2023-03-17 02:05:05,330 INFO    WriterThread:31324 [datastore.py:open_for_write():85] open: c:\Users\Thomas\AudioHandling\wandb\run-20230317_020505-5kl6b8df\run-5kl6b8df.wandb
2023-03-17 02:05:05,331 DEBUG   SenderThread:31324 [sender.py:send():336] send: header
2023-03-17 02:05:05,360 DEBUG   SenderThread:31324 [sender.py:send():336] send: run
2023-03-17 02:05:06,122 INFO    SenderThread:31324 [dir_watcher.py:__init__():219] watching files in: c:\Users\Thomas\AudioHandling\wandb\run-20230317_020505-5kl6b8df\files
2023-03-17 02:05:06,122 INFO    SenderThread:31324 [sender.py:_start_run_threads():1078] run started: 5kl6b8df with start time 1678982705.32756
2023-03-17 02:05:06,122 DEBUG   SenderThread:31324 [sender.py:send_request():363] send_request: summary_record
2023-03-17 02:05:06,123 INFO    SenderThread:31324 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-03-17 02:05:06,123 DEBUG   HandlerThread:31324 [handler.py:handle_request():144] handle_request: check_version
2023-03-17 02:05:06,124 DEBUG   SenderThread:31324 [sender.py:send_request():363] send_request: check_version
2023-03-17 02:05:06,234 DEBUG   HandlerThread:31324 [handler.py:handle_request():144] handle_request: run_start
2023-03-17 02:05:06,249 DEBUG   HandlerThread:31324 [system_info.py:__init__():31] System info init
2023-03-17 02:05:06,250 DEBUG   HandlerThread:31324 [system_info.py:__init__():46] System info init done
2023-03-17 02:05:06,250 INFO    HandlerThread:31324 [system_monitor.py:start():183] Starting system monitor
2023-03-17 02:05:06,250 INFO    SystemMonitor:31324 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-03-17 02:05:06,250 INFO    HandlerThread:31324 [system_monitor.py:probe():204] Collecting system info
2023-03-17 02:05:06,254 INFO    SystemMonitor:31324 [interfaces.py:start():187] Started cpu monitoring
2023-03-17 02:05:06,254 INFO    SystemMonitor:31324 [interfaces.py:start():187] Started disk monitoring
2023-03-17 02:05:06,255 INFO    SystemMonitor:31324 [interfaces.py:start():187] Started gpu monitoring
2023-03-17 02:05:06,255 INFO    SystemMonitor:31324 [interfaces.py:start():187] Started memory monitoring
2023-03-17 02:05:06,261 INFO    SystemMonitor:31324 [interfaces.py:start():187] Started network monitoring
2023-03-17 02:05:06,265 DEBUG   HandlerThread:31324 [system_info.py:probe():195] Probing system
2023-03-17 02:05:06,266 DEBUG   HandlerThread:31324 [system_info.py:_probe_git():180] Probing git
