2023-03-10 11:18:34,669 INFO    StreamThr :46120 [internal.py:wandb_internal():87] W&B internal server running at pid: 46120, started at: 2023-03-10 11:18:34.668693
2023-03-10 11:18:34,670 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: status
2023-03-10 11:18:34,670 INFO    WriterThread:46120 [datastore.py:open_for_write():85] open: c:\Users\Thomas\AudioHandling\wandb\run-20230310_111829-l5mue6ww\run-l5mue6ww.wandb
2023-03-10 11:18:34,671 DEBUG   SenderThread:46120 [sender.py:send():336] send: header
2023-03-10 11:18:34,671 DEBUG   SenderThread:46120 [sender.py:send():336] send: run
2023-03-10 11:18:35,308 INFO    SenderThread:46120 [dir_watcher.py:__init__():216] watching files in: c:\Users\Thomas\AudioHandling\wandb\run-20230310_111829-l5mue6ww\files
2023-03-10 11:18:35,308 INFO    SenderThread:46120 [sender.py:_start_run_threads():1067] run started: l5mue6ww with start time 1678411113.674432
2023-03-10 11:18:35,308 DEBUG   SenderThread:46120 [sender.py:send_request():363] send_request: summary_record
2023-03-10 11:18:35,309 INFO    SenderThread:46120 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-03-10 11:18:35,310 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: check_version
2023-03-10 11:18:35,310 DEBUG   SenderThread:46120 [sender.py:send_request():363] send_request: check_version
2023-03-10 11:18:35,401 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: run_start
2023-03-10 11:18:35,407 DEBUG   HandlerThread:46120 [system_info.py:__init__():31] System info init
2023-03-10 11:18:35,407 DEBUG   HandlerThread:46120 [system_info.py:__init__():46] System info init done
2023-03-10 11:18:35,407 INFO    HandlerThread:46120 [system_monitor.py:start():151] Starting system monitor
2023-03-10 11:18:35,407 INFO    SystemMonitor:46120 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-03-10 11:18:35,408 INFO    HandlerThread:46120 [system_monitor.py:probe():172] Collecting system info
2023-03-10 11:18:35,412 INFO    SystemMonitor:46120 [interfaces.py:start():168] Started cpu
2023-03-10 11:18:35,412 INFO    SystemMonitor:46120 [interfaces.py:start():168] Started disk
2023-03-10 11:18:35,413 INFO    SystemMonitor:46120 [interfaces.py:start():168] Started gpu
2023-03-10 11:18:35,413 INFO    SystemMonitor:46120 [interfaces.py:start():168] Started memory
2023-03-10 11:18:35,419 DEBUG   HandlerThread:46120 [system_info.py:probe():195] Probing system
2023-03-10 11:18:35,419 INFO    SystemMonitor:46120 [interfaces.py:start():168] Started network
2023-03-10 11:18:35,420 DEBUG   HandlerThread:46120 [system_info.py:_probe_git():180] Probing git
2023-03-10 11:18:35,466 DEBUG   HandlerThread:46120 [system_info.py:_probe_git():188] Probing git done
2023-03-10 11:18:35,466 DEBUG   HandlerThread:46120 [system_info.py:probe():241] Probing system done
2023-03-10 11:18:35,466 DEBUG   HandlerThread:46120 [system_monitor.py:probe():181] {'os': 'Windows-10-10.0.19044-SP0', 'python': '3.9.12', 'heartbeatAt': '2023-03-10T01:18:35.419861', 'startedAt': '2023-03-10T01:18:29.031375', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/thomasnapier/AudioHandling.git', 'commit': '76c6dcb921022a640c3f649697c31dd249c04e57'}, 'email': 'thomas.napier@my.jcu.edu.au', 'root': 'c:/Users/Thomas/AudioHandling', 'host': 'NapierPC', 'username': 'Thomas', 'executable': 'c:\\Users\\Thomas\\conda\\envs\\audiohandling\\python.exe', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 3000.0, 'min': 0.0, 'max': 3000.0}, 'cpu_freq_per_core': [{'current': 3000.0, 'min': 0.0, 'max': 3000.0}], 'disk': {'total': 930.9460792541504, 'used': 794.1857757568359}, 'gpu': 'NVIDIA GeForce RTX 4080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4080', 'memory_total': 17171480576}], 'memory': {'total': 31.781356811523438}}
2023-03-10 11:18:35,466 INFO    HandlerThread:46120 [system_monitor.py:probe():182] Finished collecting system info
2023-03-10 11:18:35,466 INFO    HandlerThread:46120 [system_monitor.py:probe():185] Publishing system info
2023-03-10 11:18:35,466 DEBUG   HandlerThread:46120 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-03-10 11:18:35,467 DEBUG   HandlerThread:46120 [system_info.py:_save_pip():67] Saving pip packages done
2023-03-10 11:18:35,467 DEBUG   HandlerThread:46120 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-03-10 11:18:36,309 INFO    Thread-31 :46120 [dir_watcher.py:_on_file_created():275] file/dir created: c:\Users\Thomas\AudioHandling\wandb\run-20230310_111829-l5mue6ww\files\wandb-summary.json
2023-03-10 11:18:36,309 INFO    Thread-31 :46120 [dir_watcher.py:_on_file_created():275] file/dir created: c:\Users\Thomas\AudioHandling\wandb\run-20230310_111829-l5mue6ww\files\conda-environment.yaml
2023-03-10 11:18:36,309 INFO    Thread-31 :46120 [dir_watcher.py:_on_file_created():275] file/dir created: c:\Users\Thomas\AudioHandling\wandb\run-20230310_111829-l5mue6ww\files\requirements.txt
2023-03-10 11:18:38,200 DEBUG   HandlerThread:46120 [system_info.py:_save_conda():86] Saving conda packages done
2023-03-10 11:18:38,200 INFO    HandlerThread:46120 [system_monitor.py:probe():187] Finished publishing system info
2023-03-10 11:18:38,201 DEBUG   SenderThread:46120 [sender.py:send():336] send: files
2023-03-10 11:18:38,201 INFO    SenderThread:46120 [sender.py:_save_file():1321] saving file wandb-metadata.json with policy now
2023-03-10 11:18:38,207 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: stop_status
2023-03-10 11:18:38,207 DEBUG   SenderThread:46120 [sender.py:send_request():363] send_request: stop_status
2023-03-10 11:18:38,323 INFO    Thread-31 :46120 [dir_watcher.py:_on_file_modified():292] file/dir modified: c:\Users\Thomas\AudioHandling\wandb\run-20230310_111829-l5mue6ww\files\conda-environment.yaml
2023-03-10 11:18:38,323 INFO    Thread-31 :46120 [dir_watcher.py:_on_file_created():275] file/dir created: c:\Users\Thomas\AudioHandling\wandb\run-20230310_111829-l5mue6ww\files\wandb-metadata.json
2023-03-10 11:18:38,496 DEBUG   SenderThread:46120 [sender.py:send():336] send: telemetry
2023-03-10 11:18:39,071 INFO    wandb-upload_0:46120 [upload_job.py:push():138] Uploaded file C:\Users\Thomas\AppData\Local\Temp\tmprpvm1qdywandb\fnz5uexy-wandb-metadata.json
2023-03-10 11:18:39,327 INFO    Thread-31 :46120 [dir_watcher.py:_on_file_created():275] file/dir created: c:\Users\Thomas\AudioHandling\wandb\run-20230310_111829-l5mue6ww\files\output.log
2023-03-10 11:18:40,516 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 11:18:41,332 INFO    Thread-31 :46120 [dir_watcher.py:_on_file_modified():292] file/dir modified: c:\Users\Thomas\AudioHandling\wandb\run-20230310_111829-l5mue6ww\files\output.log
2023-03-10 11:18:43,343 INFO    Thread-31 :46120 [dir_watcher.py:_on_file_modified():292] file/dir modified: c:\Users\Thomas\AudioHandling\wandb\run-20230310_111829-l5mue6ww\files\output.log
2023-03-10 11:18:45,945 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 11:18:51,854 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 11:18:53,210 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: keepalive
2023-03-10 11:18:53,380 INFO    Thread-31 :46120 [dir_watcher.py:_on_file_modified():292] file/dir modified: c:\Users\Thomas\AudioHandling\wandb\run-20230310_111829-l5mue6ww\files\output.log
2023-03-10 11:18:56,863 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 11:18:58,221 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: keepalive
2023-03-10 11:19:01,401 INFO    Thread-31 :46120 [dir_watcher.py:_on_file_modified():292] file/dir modified: c:\Users\Thomas\AudioHandling\wandb\run-20230310_111829-l5mue6ww\files\output.log
2023-03-10 11:19:02,838 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 11:19:03,241 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: keepalive
2023-03-10 11:19:03,412 INFO    Thread-31 :46120 [dir_watcher.py:_on_file_modified():292] file/dir modified: c:\Users\Thomas\AudioHandling\wandb\run-20230310_111829-l5mue6ww\files\output.log
2023-03-10 11:19:07,858 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 11:19:08,255 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: keepalive
2023-03-10 11:19:08,425 INFO    Thread-31 :46120 [dir_watcher.py:_on_file_modified():292] file/dir modified: c:\Users\Thomas\AudioHandling\wandb\run-20230310_111829-l5mue6ww\files\config.yaml
2023-03-10 11:19:13,262 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: keepalive
2023-03-10 11:19:13,339 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 11:19:18,300 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: keepalive
2023-03-10 11:19:18,362 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 11:19:23,318 DEBUG   HandlerThread:46120 [handler.py:handle_request():144] handle_request: keepalive
