0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,file,class
0.302366085,0.476718111,0.878481985,0.582860076,0.49027308,0.832581653,0.448313559,0.396101588,0.69310796,0.139327448,0.650847085,0.094240627,0.327663434,0.362833907,0.187308171,0.174920362,0.212864437,0.158516487,0.26029499,0.274896859,0.239679761,0.244388683,0.193594035,0.215526888,0.196641784,0.269634961,0.226222602,0.237004871,0.228017878,0.221757582,0.229067761,0.220105932,0.223401911,0.232509018,0.232116554,0.229781243,0.225049209,0.227945409,0.223224004,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA100_1.wav,anthrophony
0.295888168,0.500948674,0.858542022,0.631763934,0.61999839,0.709132354,0.647217645,0.423347149,0.512613323,0,0.662706739,0.195039281,0.197137358,0.346049122,0.173000428,0.232174806,0.175907095,0.141109058,0.1720918,0.203181933,0.20833634,0.192172221,0.216489638,0.182662442,0.16673061,0.186856975,0.17521748,0.18349727,0.170507618,0.173766988,0.176184757,0.16601438,0.177349421,0.189829859,0.182646698,0.182962045,0.179307381,0.182541818,0.182765633,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA100_10.wav,anthrophony
0.330443875,0.536335089,0.772848981,0.639081377,0.56734826,0.818879767,0.474706575,0.404803966,0.589427982,0.17103449,0.58628362,0.02225896,0.253894379,0.279217337,0.174286451,0.30613607,0.158758498,0.192701614,0.257504966,0.21823696,0.285315257,0.34431337,0.309805821,0.26939069,0.276332678,0.275095335,0.225747182,0.238519729,0.227695221,0.226409957,0.228223989,0.224781287,0.225723832,0.2392014,0.234330608,0.221244685,0.222834932,0.231866595,0.248433163,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA100_11.wav,anthrophony
0.330895596,0.504778755,0.897001453,0.558110497,0.56946601,0.84853931,0.457330173,0.477715943,0.662607819,0.082363101,0.661232027,0.016306621,0.278771823,0.331845442,0.192209162,0.218499771,0.188183763,0.161267214,0.166202659,0.208317179,0.151076009,0.159045525,0.147027598,0.183896811,0.225162119,0.193909339,0.172470322,0.184909222,0.176788708,0.180447268,0.17735369,0.170570312,0.184857532,0.190637234,0.177172567,0.172919244,0.174550662,0.181250761,0.176279026,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA100_12.wav,anthrophony
0.313210317,0.51577162,0.977697324,0.558736971,0.664690958,0.730026713,0.517820987,0.349883279,0.540745912,0.018403569,0.395456314,0.015838124,0.238705123,0.347049801,0.195432888,0.272021807,0.238693137,0.217091561,0.219338847,0.275789683,0.279695224,0.287303606,0.309526187,0.277836925,0.285273426,0.291416644,0.270418111,0.282019023,0.268181727,0.278717518,0.277396557,0.275726225,0.274438144,0.282745746,0.274602653,0.268276329,0.278069701,0.272200851,0.277968809,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA100_13.wav,anthrophony
0.177270435,0.442871793,0.919904885,0.508744221,0.694054692,0.617374443,0.596699307,0.357946514,0.660175055,0.219017584,0.454191669,0.161316077,0.265624265,0.390975032,0.264365207,0.300011341,0.25237635,0.262370053,0.29292237,0.272996243,0.271361636,0.323105555,0.293585722,0.294457028,0.314187349,0.283147261,0.268934628,0.282390707,0.264676774,0.273880462,0.276534702,0.275257876,0.273169021,0.280703811,0.278231683,0.269812284,0.283097083,0.280089159,0.27746624,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA100_14.wav,anthrophony
0.341582115,0.505996618,0.934479198,0.574629961,0.53444066,0.834574471,0.39804301,0.438308187,0.604462557,0.038154079,0.570091836,0.05556013,0.313702432,0.329861499,0.190152235,0.219841515,0.156911496,0.184318881,0.234408248,0.243531314,0.231865882,0.241250993,0.233172878,0.267999354,0.274482903,0.274301724,0.229644749,0.234731701,0.215464592,0.231317954,0.239502193,0.230966634,0.236303195,0.236692424,0.224357082,0.221861039,0.223473468,0.229481909,0.230974218,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA100_2.wav,anthrophony
0.360791953,0.561506145,0.952991238,0.570162585,0.667029835,0.773371503,0.431182583,0.260430987,0.586274832,0.027655574,0.505209938,0,0.232404598,0.375687941,0.246042003,0.294607185,0.208798873,0.174042602,0.212887509,0.236140156,0.22347066,0.209038614,0.248031833,0.244155561,0.24176129,0.23071077,0.226356354,0.240196656,0.227570101,0.228973879,0.227449447,0.225032141,0.223477511,0.236575998,0.233848699,0.224599525,0.230134972,0.22641414,0.232839418,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA100_3.wav,anthrophony
0.354598309,0.519750815,0.851408038,0.593952127,0.524138989,0.900474403,0.300161411,0.446538786,0.602318037,0.152372964,0.598339179,0.099110675,0.290048992,0.35046204,0.220578112,0.225651041,0.203383565,0.176763078,0.161041761,0.247618955,0.277063889,0.290510146,0.272463792,0.219061696,0.250184271,0.210668993,0.219523889,0.226899092,0.211272375,0.229351002,0.233904352,0.221642012,0.222542483,0.225795473,0.222707408,0.216713563,0.224917294,0.218213127,0.221963083,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA100_4.wav,anthrophony
0.307477156,0.541829152,0.890313529,0.584174916,0.569980886,0.789529435,0.468508023,0.421550705,0.456792833,0.205222783,0.384237669,0.071266899,0.27345526,0.387665738,0.226643355,0.258174606,0.214749025,0.257356022,0.256029181,0.247719647,0.23150816,0.233129448,0.276169046,0.239799769,0.243179698,0.264298983,0.251464475,0.258328833,0.241658081,0.255395433,0.255033735,0.244129587,0.251768282,0.254397584,0.25184109,0.243651343,0.249564697,0.253225764,0.253412332,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA100_5.wav,anthrophony
0.312894891,0.552532143,0.878985954,0.582522137,0.657512136,0.779855174,0.494106324,0.333960924,0.462440549,0.071768204,0.427272783,0.079641128,0.218640393,0.365696029,0.255298728,0.271083362,0.261045206,0.253988154,0.227666192,0.28384071,0.223473592,0.327630109,0.331798849,0.270006735,0.33066422,0.265077656,0.254941482,0.279306583,0.263422056,0.267990609,0.274869357,0.26081737,0.265415493,0.275220421,0.266237865,0.260957157,0.2636037,0.267317341,0.268825687,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA100_6.wav,anthrophony
0.220750558,0.488791103,0.773533387,0.548152663,0.58199105,0.800214,0.482330613,0.391105583,0.544946661,0.29837264,0.548730591,0.181502605,0.375979123,0.378516186,0.214036643,0.249572894,0.187121874,0.200869724,0.251188905,0.279269688,0.272506371,0.291080019,0.288014911,0.283349988,0.32664,0.247135627,0.269704203,0.292379724,0.269748216,0.274396028,0.282949189,0.270441349,0.268865079,0.279375188,0.275894889,0.274967022,0.278394956,0.278980575,0.280138531,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA100_7.wav,anthrophony
0.347362006,0.543512399,0.872951983,0.668168242,0.618301106,0.764508882,0.524986024,0.426948123,0.402830524,0.095594097,0.439414085,0.134803713,0.215001198,0.356321689,0.207263488,0.253733643,0.191578384,0.16554489,0.187613401,0.164936177,0.140601115,0.187172496,0.175645388,0.133133125,0.17374408,0.199062821,0.204088109,0.209451392,0.181940466,0.192246145,0.192790633,0.182713905,0.196837801,0.201475705,0.191096818,0.200943504,0.194553304,0.190976337,0.200101924,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA100_8.wav,anthrophony
0.275441937,0.504612867,0.841474388,0.588551376,0.511623986,0.763679427,0.404338354,0.545073414,0.58213585,0.251746743,0.555130894,0.202821192,0.36529779,0.342735845,0.189639554,0.201191022,0.122254443,0.148509249,0.190719361,0.223216206,0.255886948,0.211811063,0.180373311,0.174535745,0.238473434,0.249644925,0.179770983,0.194094485,0.174058504,0.17820586,0.188104106,0.179931829,0.186655457,0.187733717,0.197071695,0.190769198,0.186568321,0.184061418,0.177130896,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA100_9.wav,anthrophony
0.271229441,0.480926995,0.928410446,0.562911248,0.595690926,0.742470064,0.544913389,0.327926627,0.683105087,0.080907668,0.543971928,0.117664028,0.235353928,0.355670207,0.176736115,0.229346031,0.210495873,0.194418842,0.231910544,0.242744986,0.228731534,0.276188855,0.259523225,0.250850711,0.284997,0.247731232,0.247328856,0.258608819,0.243736732,0.251957046,0.252443244,0.2440129,0.240076201,0.254477961,0.247837781,0.240893871,0.247485852,0.245604157,0.249663136,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA101_1.wav,anthrophony
0.107832886,0.336751068,0.704659972,0.551232006,0.592795873,0.567952456,0.680963251,0.381670084,0.557985972,0.237414262,0.699397663,0.419243375,0.313242606,0.637607475,0.344486139,0.292393305,0.460704924,0.361084286,0.379567093,0.425806376,0.40959136,0.391905329,0.380415198,0.416014674,0.516474037,0.384218665,0.430960107,0.458978602,0.430745122,0.433920703,0.437965968,0.426742283,0.421994198,0.434341011,0.442628927,0.439099955,0.436074976,0.438464839,0.432533499,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA101_10.wav,anthrophony
0.223743212,0.385920271,0.795534071,0.581663218,0.436361611,0.786120755,0.557306363,0.554636552,0.49962913,0.334335589,0.692030089,0.39644549,0.15426139,0.480324273,0.173822412,0.322838094,0.262820485,0.213094024,0.207698556,0.294773913,0.254207605,0.226923687,0.339322529,0.235326299,0.350568289,0.279409503,0.308111178,0.309486917,0.290611527,0.293954916,0.293316753,0.290986142,0.292826952,0.298259832,0.303420232,0.302066285,0.298679558,0.296049589,0.305844352,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA101_11.wav,anthrophony
0.119093793,0.260368107,0.58286123,0.586823792,0.480764954,0.471888613,0.656799271,0.441876482,0.469229096,0.32374806,0.659580439,0.3830176,0.479909617,0.554050098,0.505006225,0.571046836,0.611982552,0.585959997,0.619411419,0.637369472,0.572446173,0.672987434,0.645677523,0.602710722,0.634262257,0.639682154,0.605554094,0.672031501,0.65068808,0.643773365,0.655202368,0.641011661,0.63710684,0.647290726,0.646200008,0.655662161,0.658719273,0.656547801,0.652659646,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA101_12.wav,anthrophony
0.132126536,0.303639544,0.827095354,0.487223031,0.37569311,0.603197046,0.563176243,0.559866168,0.370467016,0.459804635,0.703294459,0.303634694,0.492947399,0.553590054,0.410839321,0.658333889,0.286767592,0.398355352,0.432811244,0.419483774,0.447085294,0.431934034,0.452114116,0.35420953,0.463048962,0.496986249,0.437645805,0.478188202,0.454506238,0.493251782,0.479385888,0.46817646,0.459618162,0.472216379,0.459384529,0.447039345,0.467132365,0.455726586,0.463218354,D:\PhD-data\Wambiana - Processed\anthrophony\audio_segment_dryA101_13.wav,anthrophony
