0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,file,class
0.059209711,0.329111614,0.832499218,0.472112279,0.808876032,0.541602845,0.750747919,0.579950515,0.564055949,0.60904899,0.448074876,0.561082959,0.501770539,0.237066864,0.233612229,0.240969934,0.222380465,0.208847619,0.194626702,0.190689342,0.195836186,0.188046639,0.166464704,0.176209682,0.172456319,0.148417749,0.174664732,0.166238345,0.161521216,0.166485269,0.161603118,0.16355191,0.162504297,0.167852404,0.169431905,0.162102544,0.163739453,0.161796067,0.160820135,D:\PhD-data\AudioSet - final\output-anthro\---1_cCGK4M_0_1.wav,anthrophony
0.275602055,0.677435289,0.630508893,0.516712008,0.741853249,0.481411045,0.659742599,0.499638727,0.509352627,0.493495001,0.387600588,0.507502619,0.514765508,0.145776988,0.105840832,0.180005812,0.170643599,0.168353174,0.172307557,0.167529186,0.17388669,0.169827808,0.169914717,0.186592476,0.171244134,0.176600017,0.156262209,0.169167047,0.17278829,0.165859607,0.16716234,0.161917369,0.169685516,0.176647434,0.173782765,0.167206869,0.166813345,0.165823295,0.164984951,D:\PhD-data\AudioSet - final\output-anthro\---1_cCGK4M_0_2.wav,anthrophony
0.232608078,0.624429644,0.64507783,0.47740884,0.895622051,0.409562616,0.679089726,0.461186277,0.337618518,0.573649162,0.429931133,0.510758095,0.566446194,0.158839163,0.162658261,0.249698667,0.213092202,0.223186082,0.220466075,0.195249802,0.223326118,0.218683842,0.18828953,0.215286788,0.205134054,0.188062572,0.208912505,0.204896846,0.199716724,0.199115267,0.200267121,0.206812097,0.202331574,0.204606433,0.203828202,0.20078369,0.210778324,0.205245503,0.196681692,D:\PhD-data\AudioSet - final\output-anthro\---fcVQUf3E_30_1.wav,anthrophony
0.195086221,0.595281164,0.745126042,0.460265161,0.84312624,0.443607862,0.669699503,0.459822411,0.379607779,0.572432216,0.435355445,0.479251049,0.496605097,0.155873074,0.173505985,0.270099871,0.18497762,0.157684082,0.205903599,0.181972418,0.179736807,0.218264737,0.186018273,0.182053541,0.209926174,0.178890613,0.204248759,0.194703676,0.194496914,0.203562856,0.193238866,0.192096153,0.194979074,0.201089726,0.20188369,0.194700602,0.196550707,0.196484276,0.196646699,D:\PhD-data\AudioSet - final\output-anthro\---fcVQUf3E_30_2.wav,anthrophony
0.075756895,0.421514658,0.584175818,0.365527908,0.644725211,0.356546593,0.643302978,0.483950993,0.537757945,0.638920861,0.466467583,0.56881454,0.533664041,0.338852165,0.433734779,0.525968755,0.505231723,0.547999407,0.54869986,0.514884017,0.527256478,0.538575192,0.531109579,0.530995992,0.528964444,0.506597771,0.544563578,0.54410073,0.534430369,0.531428357,0.525111866,0.530753577,0.531079255,0.531861063,0.532946624,0.526035143,0.535145629,0.529926732,0.527203262,D:\PhD-data\AudioSet - final\output-anthro\---lTs1dxhU_30_1.wav,anthrophony
0.100760727,0.490491659,0.680711109,0.331463709,0.707832261,0.389235248,0.570747909,0.450751049,0.442008783,0.541574998,0.510081537,0.61189819,0.509544476,0.38701249,0.434818911,0.456153435,0.463826344,0.460971729,0.455498473,0.435472531,0.433206193,0.443628349,0.434265425,0.460213761,0.470895462,0.440271628,0.458957416,0.45561641,0.451627205,0.454145554,0.449727148,0.454635822,0.450855003,0.451000653,0.453527394,0.447408344,0.45273776,0.446689099,0.448035071,D:\PhD-data\AudioSet - final\output-anthro\---lTs1dxhU_30_2.wav,anthrophony
0.546401727,0.511416351,0.236853138,0.816492469,0.431961815,0.594061424,0.430821162,0.431760017,0.197815713,0.20697097,0.276956444,0.486758506,0.760720481,0.481636996,0.487628816,0.496816436,0.576755442,0.558494667,0.559916153,0.545720609,0.55172684,0.601761234,0.598209905,0.573655262,0.584995524,0.574586348,0.572116949,0.576455876,0.574794826,0.573186993,0.562579697,0.570384055,0.577642206,0.575384326,0.578639427,0.57156929,0.583132825,0.573274941,0.572734067,D:\PhD-data\AudioSet - final\output-anthro\---yQzzLcFU_30_1.wav,anthrophony
0.144395153,0.383821972,0.557280568,0.666461519,0.609852029,0.4932188,0.552823047,0.386162292,0.387297942,0.3445003,0.379753069,0.577012687,0.543396256,0.441024728,0.460620894,0.421012479,0.474834377,0.516327621,0.508804146,0.489251102,0.474602732,0.489692092,0.478504359,0.496825862,0.496578401,0.461341012,0.494847814,0.495337143,0.490635758,0.492384852,0.487815653,0.49001081,0.495393769,0.496585605,0.492114274,0.486413378,0.499437052,0.494425521,0.486469901,D:\PhD-data\AudioSet - final\output-anthro\---yQzzLcFU_30_2.wav,anthrophony
0.13512623,0.510138544,0.692390448,0.340996882,0.742212799,0.475271005,0.628866886,0.466640513,0.703888887,1,0.758475734,0.678271543,0.603865973,0.178144732,0.137803089,0.153090389,0.124292896,0.109969436,0.103849978,0.114629218,0.123783455,0.117004288,0.121217904,0.157647134,0.157385481,0.128565386,0.137659707,0.129713878,0.125837414,0.129865873,0.123200783,0.124382106,0.124266742,0.129455272,0.13011557,0.124455489,0.125201461,0.119132498,0.116828271,D:\PhD-data\AudioSet - final\output-anthro\--2H9Dj9eMY_30_1.wav,anthrophony
0.136045409,0.509812446,0.760448324,0.335072739,0.700296662,0.450426746,0.609115279,0.491323068,0.619031972,0.841822615,0.865462059,0.862069274,0.645158173,0.137769418,0.081140854,0.123551614,0.116282918,0.112046887,0.102129607,0.107685019,0.116514674,0.103520219,0.093085651,0.125390472,0.127967643,0.087162895,0.113269847,0.105535376,0.102906463,0.107759231,0.101903956,0.101600877,0.098961877,0.105144846,0.108339678,0.103046356,0.102830532,0.097806909,0.096077496,D:\PhD-data\AudioSet - final\output-anthro\--2H9Dj9eMY_30_2.wav,anthrophony
