c:\Users\Thomas\conda\envs\audiohandling\lib\site-packages\tqdm\auto.py:22: TqdmWarning: IProgress not found. Please update jupyter and ipywidgets. See https://ipywidgets.readthedocs.io/en/stable/user_install.html
  from .autonotebook import tqdm as notebook_tqdm
Starting Training
epoch: 00, loss: 6.26055
epoch: 01, loss: 6.17783
epoch: 02, loss: 6.15405
epoch: 03, loss: 6.10882
epoch: 04, loss: 6.09704
epoch: 05, loss: 6.06793
epoch: 06, loss: 6.04098
epoch: 07, loss: 6.00133
epoch: 08, loss: 6.00705
epoch: 09, loss: 5.96123
epoch: 10, loss: 5.98054
epoch: 11, loss: 5.94094
epoch: 12, loss: 5.93431
epoch: 13, loss: 5.94066
epoch: 14, loss: 5.90587
epoch: 15, loss: 5.90833
epoch: 16, loss: 5.89842
epoch: 17, loss: 5.87865
epoch: 18, loss: 5.86030
epoch: 19, loss: 5.81248
epoch: 20, loss: 5.81864
epoch: 21, loss: 5.79913
epoch: 22, loss: 5.79356
epoch: 23, loss: 5.77395
epoch: 24, loss: 5.75880
epoch: 25, loss: 5.75692
epoch: 26, loss: 5.74604
epoch: 27, loss: 5.71765
epoch: 28, loss: 5.70078
epoch: 29, loss: 5.69855
epoch: 30, loss: 5.69460
epoch: 31, loss: 5.69296
epoch: 32, loss: 5.70678
epoch: 33, loss: 5.68260
epoch: 34, loss: 5.66072
epoch: 35, loss: 5.66798
epoch: 36, loss: 5.66398
epoch: 37, loss: 5.65880
epoch: 38, loss: 5.66236
epoch: 39, loss: 5.64984
epoch: 40, loss: 5.64992
epoch: 41, loss: 5.62282
epoch: 42, loss: 5.65594
epoch: 43, loss: 5.63911
epoch: 44, loss: 5.63505
epoch: 45, loss: 5.63458
epoch: 46, loss: 5.63043
epoch: 47, loss: 5.62692
epoch: 48, loss: 5.60655
epoch: 49, loss: 5.62539
epoch: 50, loss: 5.62003
epoch: 51, loss: 5.61026
epoch: 52, loss: 5.60469
epoch: 53, loss: 5.58985
epoch: 54, loss: 5.59748
epoch: 55, loss: 5.59269
epoch: 56, loss: 5.58001
epoch: 57, loss: 5.59174
epoch: 58, loss: 5.56306
epoch: 59, loss: 5.58929
epoch: 60, loss: 5.58550
epoch: 61, loss: 5.56374
epoch: 62, loss: 5.55413
epoch: 63, loss: 5.54634
epoch: 64, loss: 5.54301
epoch: 65, loss: 5.54744
epoch: 66, loss: 5.53468
epoch: 67, loss: 5.53494
epoch: 68, loss: 5.54116
epoch: 69, loss: 5.52971
epoch: 70, loss: 5.52340
epoch: 71, loss: 5.53027
epoch: 72, loss: 5.52003
epoch: 73, loss: 5.50263
epoch: 74, loss: 5.51560
epoch: 75, loss: 5.50557
epoch: 76, loss: 5.49630
epoch: 77, loss: 5.48885
epoch: 78, loss: 5.49873
epoch: 79, loss: 5.48755
epoch: 80, loss: 5.50092
epoch: 81, loss: 5.47716
